election_id,election_office,state,congress,district,year,election_type,election_label
ma.uscongress.eastern2.1816,U.S. House of Representatives,MA,15,15,1816,General,"Massachusetts 1816 U.S. House of Representatives, Eastern District #2"
ma.uscongress.eastern3.1816,U.S. House of Representatives,MA,15,16,1816,General,"Massachusetts 1816 U.S. House of Representatives, Eastern District #3"
ma.uscongress.eastern4.1816,U.S. House of Representatives,MA,15,17,1816,General,"Massachusetts 1816 U.S. House of Representatives, Eastern District #4"
ma.uscongress.eastern5.1816,U.S. House of Representatives,MA,15,18,1816,General,"Massachusetts 1816 U.S. House of Representatives, Eastern District #5"
ma.uscongress.eastern5.ballot2.1817,U.S. House of Representatives,MA,15,18,1817,General,"Massachusetts 1817 U.S. House of Representatives, Eastern District #5, Ballot 2"
ma.uscongress.eastern5.ballot3.1817,U.S. House of Representatives,MA,15,18,1817,General,"Massachusetts 1817 U.S. House of Representatives, Eastern District #5, Ballot 3"
ma.uscongress.eastern5.ballot4.1817,U.S. House of Representatives,MA,15,18,1817,General,"Massachusetts 1817 U.S. House of Representatives, Eastern District #5, Ballot 4"
ma.uscongress.eastern5.ballot5.1817,U.S. House of Representatives,MA,15,18,1817,General,"Massachusetts 1817 U.S. House of Representatives, Eastern District #5, Ballot 5"
ma.uscongress.eastern6.1816,U.S. House of Representatives,MA,15,19,1816,General,"Massachusetts 1816 U.S. House of Representatives, Eastern District #6"
ma.uscongress.eastern6.ballot2.1817,U.S. House of Representatives,MA,15,19,1817,General,"Massachusetts 1817 U.S. House of Representatives, Eastern District #6, Ballot 2"
ma.uscongress.eastern6.ballot3.1817,U.S. House of Representatives,MA,15,19,1817,General,"Massachusetts 1817 U.S. House of Representatives, Eastern District #6, Ballot 3"
ma.uscongress.eastern6.ballot4.1817,U.S. House of Representatives,MA,15,19,1817,General,"Massachusetts 1817 U.S. House of Representatives, Eastern District #6, Ballot 4"
ma.uscongress.eastern6.ballot5.1817,U.S. House of Representatives,MA,15,19,1817,General,"Massachusetts 1817 U.S. House of Representatives, Eastern District #6, Ballot 5"
ma.uscongress.eastern6.ballot6.1817,U.S. House of Representatives,MA,15,19,1817,General,"Massachusetts 1817 U.S. House of Representatives, Eastern District #6, Ballot 6"
ma.uscongress.eastern7.1816,U.S. House of Representatives,MA,15,20,1816,General,"Massachusetts 1816 U.S. House of Representatives, Eastern District #7"
ma.uscongress.eastern7.special.1818,U.S. House of Representatives,MA,15,20,NA,NA,NA
ma.uscongress.suffolk.1818,U.S. House of Representatives,MA,16,1,1818,General,"Massachusetts 1818 U.S. House of Representatives, Suffolk District"
ma.uscongress.suffolk.special.ballot2.1820,U.S. House of Representatives,MA,16,1,NA,NA,NA
ma.uscongress.suffolk.special.1820,U.S. House of Representatives,MA,16,1,NA,NA,NA
ma.uscongress.essexsouth.1818,U.S. House of Representatives,MA,16,2,1818,General,"Massachusetts 1818 U.S. House of Representatives, Essex South District"
ma.uscongress.essexnorth.1818,U.S. House of Representatives,MA,16,3,1818,General,"Massachusetts 1818 U.S. House of Representatives, Essex North District"
ma.uscongress.middlesex.1818,U.S. House of Representatives,MA,16,4,1818,General,"Massachusetts 1818 U.S. House of Representatives, Middlesex District"
ma.uscongress.hampshiresouth.1818,U.S. House of Representatives,MA,16,5,1818,General,"Massachusetts 1818 U.S. House of Representatives, Hampshire South District"
ma.uscongress.hampshiresouth.ballot2.1819,U.S. House of Representatives,MA,16,5,1819,General,"Massachusetts 1819 U.S. House of Representatives, Hampshire South District, Ballot 2"
ma.uscongress.hampshirenorth.1818,U.S. House of Representatives,MA,16,6,1818,General,"Massachusetts 1818 U.S. House of Representatives, Hampshire North District"
ma.uscongress.berkshire.1818,U.S. House of Representatives,MA,16,7,1818,General,"Massachusetts 1818 U.S. House of Representatives, Berkshire District"
ma.uscongress.berkshire.ballot2.1819,U.S. House of Representatives,MA,16,7,1819,General,"Massachusetts 1819 U.S. House of Representatives, Berkshire District, Ballot 2"
ma.uscongress.plymouth.1818,U.S. House of Representatives,MA,16,8,1818,General,"Massachusetts 1818 U.S. House of Representatives, Plymouth District"
ma.uscongress.plymouth.special.ballot2.1820,U.S. House of Representatives,MA,16,8,NA,NA,NA
ma.uscongress.plymouth.special.1820,U.S. House of Representatives,MA,16,8,NA,NA,NA
ma.uscongress.barnstable.1818,U.S. House of Representatives,MA,16,9,1818,General,"Massachusetts 1818 U.S. House of Representatives, Barnstable District"
ma.uscongress.bristol.1818,U.S. House of Representatives,MA,16,10,1818,General,"Massachusetts 1818 U.S. House of Representatives, Bristol District"
ma.uscongress.worcestersouth.1818,U.S. House of Representatives,MA,16,11,1818,General,"Massachusetts 1818 U.S. House of Representatives, Worcester South District"
ma.uscongress.worcesternorth.1818,U.S. House of Representatives,MA,16,12,1818,General,"Massachusetts 1818 U.S. House of Representatives, Worcester North District"
ma.uscongress.norfolk.1818,U.S. House of Representatives,MA,16,13,1818,General,"Massachusetts 1818 U.S. House of Representatives, Norfolk District"
ma.uscongress.norfolk.special.1820,U.S. House of Representatives,MA,16,13,NA,NA,NA
ma.uscongress.eastern1.1818,U.S. House of Representatives,MA,16,14,1818,General,"Massachusetts 1818 U.S. House of Representatives, Eastern District #1"
ma.uscongress.eastern2.1818,U.S. House of Representatives,MA,16,15,1818,General,"Massachusetts 1818 U.S. House of Representatives, Eastern District #2"
ma.uscongress.eastern3.1818,U.S. House of Representatives,MA,16,16,1818,General,"Massachusetts 1818 U.S. House of Representatives, Eastern District #3"
ma.uscongress.eastern3.ballot2.1819,U.S. House of Representatives,MA,16,16,1819,General,"Massachusetts 1819 U.S. House of Representatives, Eastern District #3, Ballot 2"
ma.uscongress.eastern3.ballot3.1819,U.S. House of Representatives,MA,16,16,1819,General,"Massachusetts 1819 U.S. House of Representatives, Eastern District #3, Ballot 3"
ma.uscongress.eastern4.1818,U.S. House of Representatives,MA,16,17,1818,General,"Massachusetts 1818 U.S. House of Representatives, Eastern District #4"
ma.uscongress.eastern4.ballot2.1819,U.S. House of Representatives,MA,16,17,1819,General,"Massachusetts 1819 U.S. House of Representatives, Eastern District #4, Ballot 2"
ma.uscongress.eastern4.ballot3.1819,U.S. House of Representatives,MA,16,17,1819,General,"Massachusetts 1819 U.S. House of Representatives, Eastern District #4, Ballot 3"
ma.uscongress.eastern5.1818,U.S. House of Representatives,MA,16,18,1818,General,"Massachusetts 1818 U.S. House of Representatives, Eastern District #5"
ma.uscongress.eastern5.ballot2.1819,U.S. House of Representatives,MA,16,18,1819,General,"Massachusetts 1819 U.S. House of Representatives, Eastern District #5, Ballot 2"
ma.uscongress.eastern6.1818,U.S. House of Representatives,MA,16,19,1818,General,"Massachusetts 1818 U.S. House of Representatives, Eastern District #6"
ma.uscongress.eastern7.1818,U.S. House of Representatives,MA,16,20,1818,General,"Massachusetts 1818 U.S. House of Representatives, Eastern District #7"
ma.uscongress.suffolk.1820,U.S. House of Representatives,MA,17,1,1820,General,"Massachusetts 1820 U.S. House of Representatives, Suffolk District"
ma.uscongress.essexsouth.1820,U.S. House of Representatives,MA,17,2,1820,General,"Massachusetts 1820 U.S. House of Representatives, Essex South District"
ma.uscongress.essexsouth.ballot2.1821,U.S. House of Representatives,MA,17,2,1821,General,"Massachusetts 1821 U.S. House of Representatives, Essex South District, Ballot 2"
ma.uscongress.essexsouth.ballot3.1821,U.S. House of Representatives,MA,17,2,1821,General,"Massachusetts 1821 U.S. House of Representatives, Essex South District, Ballot 3"
ma.uscongress.essexnorth.1820,U.S. House of Representatives,MA,17,3,1820,General,"Massachusetts 1820 U.S. House of Representatives, Essex North District"
ma.uscongress.middlesex.1820,U.S. House of Representatives,MA,17,4,1820,General,"Massachusetts 1820 U.S. House of Representatives, Middlesex District"
ma.uscongress.hampshiresouth.1820,U.S. House of Representatives,MA,17,5,1820,General,"Massachusetts 1820 U.S. House of Representatives, Hampshire South District"
ma.uscongress.hampshirenorth.1820,U.S. House of Representatives,MA,17,6,1820,General,"Massachusetts 1820 U.S. House of Representatives, Hampshire North District"
ma.uscongress.berkshire.1820,U.S. House of Representatives,MA,17,7,1820,General,"Massachusetts 1820 U.S. House of Representatives, Berkshire District"
ma.uscongress.plymouth.1820,U.S. House of Representatives,MA,17,8,1820,General,"Massachusetts 1820 U.S. House of Representatives, Plymouth District"
ma.uscongress.barnstable.1820,U.S. House of Representatives,MA,17,9,1820,General,"Massachusetts 1820 U.S. House of Representatives, Barnstable District"
ma.uscongress.worcesternorth.1820,U.S. House of Representatives,MA,17,10,1820,General,"Massachusetts 1820 U.S. House of Representatives, Worcester North District"
ma.uscongress.worcestersouth.1820,U.S. House of Representatives,MA,17,11,1820,General,"Massachusetts 1820 U.S. House of Representatives, Worcester South District"
ma.uscongress.bristol.1820,U.S. House of Representatives,MA,17,12,1820,General,"Massachusetts 1820 U.S. House of Representatives, Bristol District"
ma.uscongress.norfolk.1820,U.S. House of Representatives,MA,17,13,1820,General,"Massachusetts 1820 U.S. House of Representatives, Norfolk District"
ma.uscongress.suffolk.1822,U.S. House of Representatives,MA,18,1,NA,NA,NA
ma.uscongress.essexsouth.1822,U.S. House of Representatives,MA,18,2,1822,General,"Massachusetts 1822 U.S. House of Representatives, Essex South District"
ma.uscongress.essexsouth.ballot2.1823,U.S. House of Representatives,MA,18,2,1823,General,"Massachusetts 1823 U.S. House of Representatives, Essex South District, Ballot 2"
ma.uscongress.essexnorth.1822,U.S. House of Representatives,MA,18,3,1822,General,"Massachusetts 1822 U.S. House of Representatives, Essex North District"
ma.uscongress.middlesex.1822,U.S. House of Representatives,MA,18,4,1822,General,"Massachusetts 1822 U.S. House of Representatives, Middlesex District"
ma.uscongress.worcestersouth.1822,U.S. House of Representatives,MA,18,5,1822,General,"Massachusetts 1822 U.S. House of Representatives, Worcester South District"
ma.uscongress.worcestersouth.ballot2.1823,U.S. House of Representatives,MA,18,5,1823,General,"Massachusetts 1823 U.S. House of Representatives, Worcester South District, Ballot 2"
ma.uscongress.worcesternorth.1822,U.S. House of Representatives,MA,18,6,1822,General,"Massachusetts 1822 U.S. House of Representatives, Worcester North District"
ma.uscongress.worcesternorth.ballot2.1823,U.S. House of Representatives,MA,18,6,1823,General,"Massachusetts 1823 U.S. House of Representatives, Worcester North District, Ballot 2"
ma.uscongress.worcesternorth.ballot3.1823,U.S. House of Representatives,MA,18,6,1823,General,"Massachusetts 1823 U.S. House of Representatives, Worcester North District, Ballot 3"
ma.uscongress.franklin.1822,U.S. House of Representatives,MA,18,7,1822,General,"Massachusetts 1822 U.S. House of Representatives, Franklin District"
ma.uscongress.hampden.1822,U.S. House of Representatives,MA,18,8,1822,General,"Massachusetts 1822 U.S. House of Representatives, Hampden District"
ma.uscongress.berkshire.1822,U.S. House of Representatives,MA,18,9,1822,General,"Massachusetts 1822 U.S. House of Representatives, Berkshire District"
ma.uscongress.norfolk.1822,U.S. House of Representatives,MA,18,10,1822,General,"Massachusetts 1822 U.S. House of Representatives, Norfolk District"
ma.uscongress.norfolk.special.1823,U.S. House of Representatives,MA,18,10,NA,NA,NA
ma.uscongress.norfolk.special.1824,U.S. House of Representatives,MA,18,10,NA,NA,NA
ma.uscongress.norfolk.special.ballot2.1824,U.S. House of Representatives,MA,18,10,NA,NA,NA
ma.uscongress.norfolk.special.ballot3.1824,U.S. House of Representatives,MA,18,10,NA,NA,NA
ma.uscongress.plymouth.1822,U.S. House of Representatives,MA,18,11,1822,General,"Massachusetts 1822 U.S. House of Representatives, Plymouth District"
ma.uscongress.bristol.1822,U.S. House of Representatives,MA,18,12,1822,General,"Massachusetts 1822 U.S. House of Representatives, Bristol District"
ma.uscongress.barnstable.1822,U.S. House of Representatives,MA,18,13,1822,General,"Massachusetts 1822 U.S. House of Representatives, Barnstable District"
ma.uscongress.suffolk.1824,U.S. House of Representatives,MA,19,1,1824,General,"Massachusetts 1824 U.S. House of Representatives, Suffolk District"
ma.uscongress.essexsouth.1824,U.S. House of Representatives,MA,19,2,1824,General,"Massachusetts 1824 U.S. House of Representatives, Essex South District"
ma.uscongress.essexnorth.1824,U.S. House of Representatives,MA,19,3,1824,General,"Massachusetts 1824 U.S. House of Representatives, Essex North District"
ma.uscongress.essexnorth.ballot2.1825,U.S. House of Representatives,MA,19,3,1825,General,"Massachusetts 1825 U.S. House of Representatives, Essex North District, Ballot 2"
ma.uscongress.middlesex.1824,U.S. House of Representatives,MA,19,4,1824,General,"Massachusetts 1824 U.S. House of Representatives, Middlesex District"
ma.uscongress.worcestersouth.1824,U.S. House of Representatives,MA,19,5,1824,General,"Massachusetts 1824 U.S. House of Representatives, Worcester South District"
ma.uscongress.worcestersouth.ballot2.1825,U.S. House of Representatives,MA,19,5,1825,General,"Massachusetts 1825 U.S. House of Representatives, Worcester South District, Ballot 2"
ma.uscongress.worcestersouth.ballot3.1825,U.S. House of Representatives,MA,19,5,1825,General,"Massachusetts 1825 U.S. House of Representatives, Worcester South District, Ballot 3"
ma.uscongress.worcestersouth.ballot4.1825,U.S. House of Representatives,MA,19,5,1825,General,"Massachusetts 1825 U.S. House of Representatives, Worcester South District, Ballot 4"
ma.uscongress.worcesternorth.1824,U.S. House of Representatives,MA,19,6,1824,General,"Massachusetts 1824 U.S. House of Representatives, Worcester North District"
ma.uscongress.franklin.1824,U.S. House of Representatives,MA,19,7,1824,General,"Massachusetts 1824 U.S. House of Representatives, Franklin District"
ma.uscongress.franklin.ballot2.1825,U.S. House of Representatives,MA,19,7,1825,General,"Massachusetts 1825 U.S. House of Representatives, Franklin District, Ballot 2"
ma.uscongress.hampden.1824,U.S. House of Representatives,MA,19,8,1824,General,"Massachusetts 1824 U.S. House of Representatives, Hampden District"
ma.uscongress.hampden.ballot2.1825,U.S. House of Representatives,MA,19,8,1825,General,"Massachusetts 1825 U.S. House of Representatives, Hampden District, Ballot 2"
ma.uscongress.hampden.ballot3.1825,U.S. House of Representatives,MA,19,8,1825,General,"Massachusetts 1825 U.S. House of Representatives, Hampden District, Ballot 3"
